country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,year,month,day,month_ab,month_name
Gambia,GMB,2021-10-11,,,,,1646.0,,,,662.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://covid19.who.int/,2021,10,11,Oct,October
Libya,LBY,2021-06-21,,,,,3414.0,,,,491.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://ncdc.org.ly/Ar,2021,6,21,Jun,June
Bolivia,BOL,2021-02-23,11331.0,10301.0,1030.0,820.0,166.0,0.1,0.09,0.01,14.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health via https://www.boligrafica.com/,https://github.com/dquintani/vacunacion/,2021,2,23,Feb,February
Lebanon,LBN,2021-03-09,64974.0,,,967.0,2478.0,0.96,,,366.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine,2021,3,9,Mar,March
Slovakia,SVK,2022-02-21,,,,,1840.0,,,,338.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://github.com/Institut-Zdravotnych-Analyz/covid19-data/raw/main/Vaccination/OpenData_Slovakia_Vaccination_AgeGroup_District.csv,2022,2,21,Feb,February
Vanuatu,VUT,2021-08-23,,,,,481.0,,,,1530.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,8,23,Aug,August
Honduras,HND,2022-01-26,,,,,29581.0,,,,2940.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",World Health Organization,https://covid19.who.int/,2022,1,26,Jan,January
Latvia,LVA,2021-02-02,27253.0,17610.0,9641.0,1830.0,900.0,1.46,0.94,0.52,482.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2021,2,2,Feb,February
Philippines,PHL,2021-04-27,1809801.0,1562815.0,246986.0,41861.0,35320.0,1.63,1.41,0.22,318.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2021,4,27,Apr,April
El Salvador,SLV,2021-06-06,,,,,31211.0,,,,4788.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/,2021,6,6,Jun,June
Luxembourg,LUX,2021-07-30,705715.0,392708.0,,3738.0,3936.0,111.17,61.86,,6200.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Luxembourg,https://data.public.lu/en/datasets/donnees-covid19/#_,2021,7,30,Jul,July
Oman,OMN,2021-10-31,,,,,8392.0,,,,1607.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,10,31,Oct,October
Scotland,OWID_SCT,2021-03-23,2498864.0,2249612.0,249252.0,48521.0,47881.0,45.72,41.16,4.56,8760.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,3,23,Mar,March
Turks and Caicos Islands,TCA,2021-08-06,,,,,88.0,,,,2243.0,Pfizer/BioNTech,World Health Organization,https://covid19.who.int/,2021,8,6,Aug,August
Kuwait,KWT,2021-07-20,,,,,6967.0,,,,1610.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,7,20,Jul,July
Rwanda,RWA,2022-01-01,,,,,124262.0,,,,9360.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022,1,1,Jan,January
Latvia,LVA,2021-08-08,1358023.0,757747.0,702542.0,1116.0,4984.0,72.74,40.59,37.63,2670.0,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas,2021,8,8,Aug,August
Brazil,BRA,2022-03-14,403286505.0,179853602.0,157830125.0,713190.0,964172.0,188.46,84.05,73.75,4506.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io,2022,3,14,Mar,March
Wallis and Futuna,WLF,2021-08-29,,,,,16.0,,,,1442.0,Moderna,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,8,29,Aug,August
Anguilla,AIA,2021-03-15,,,,,69.0,,,,4562.0,"Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://covid19.who.int/,2021,3,15,Mar,March
Portugal,PRT,2021-03-19,1370772.0,931602.0,441676.0,45273.0,25797.0,13.48,9.16,4.34,2537.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2021,3,19,Mar,March
Greece,GRC,2021-10-16,12595035.0,6542764.0,6300798.0,28166.0,26246.0,121.45,63.09,60.76,2531.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,2021,10,16,Oct,October
Liechtenstein,LIE,2021-06-20,29750.0,18704.0,11511.0,0.0,402.0,77.77,48.89,30.09,10509.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL,2021,6,20,Jun,June
Denmark,DNK,2021-12-26,11750772.0,4773608.0,4561068.0,30548.0,74312.0,202.14,82.12,78.46,12783.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata,2021,12,26,Dec,December
Montserrat,MSR,2021-06-30,,,,,3.0,,,,602.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,6,30,Jun,June
Yemen,YEM,2021-08-18,,,,,244.0,,,,8.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/,2021,8,18,Aug,August
Sao Tome and Principe,STP,2021-12-27,,,,,1275.0,,,,5708.0,Oxford/AstraZeneca,World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,12,27,Dec,December
Finland,FIN,2021-10-21,,,,,17449.0,,,,3145.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov,2021,10,21,Oct,October
Somalia,SOM,2022-01-09,,,,,5028.0,,,,307.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/,2022,1,9,Jan,January
Saint Vincent and the Grenadines,VCT,2021-11-03,,,,,212.0,,,,1905.0,Oxford/AstraZeneca,Ministry of Health,https://web.facebook.com/SVGHEALTH/posts/437021804887233,2021,11,3,Nov,November
Northern Ireland,OWID_NIR,2021-07-10,2122962.0,1184485.0,938477.0,7227.0,8711.0,111.97,62.47,49.5,4594.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,7,10,Jul,July
Bhutan,BTN,2021-06-19,,,,,81.0,,,,104.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,19,Jun,June
Guatemala,GTM,2021-03-12,28534.0,28534.0,,8587.0,2728.0,0.16,0.16,,149.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,3,12,Mar,March
Serbia,SRB,2022-01-04,,,,,7562.0,,,,1100.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/,2022,1,4,Jan,January
Nauru,NRU,2021-06-01,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,6,1,Jun,June
Kiribati,KIR,2021-06-20,,,,,202.0,,,,1664.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,6,20,Jun,June
Israel,ISR,2021-10-18,15831575.0,6232208.0,5729751.0,14142.0,16477.0,170.4,67.08,61.67,1773.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,2021,10,18,Oct,October
Myanmar,MMR,2021-02-03,,,,,41800.0,,,,763.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035,2021,2,3,Feb,February
Armenia,ARM,2021-11-22,,,,,15587.0,,,,5251.0,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2021,11,22,Nov,November
Mauritania,MRT,2021-11-25,,,,,3161.0,,,,662.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,11,25,Nov,November
Mexico,MEX,2022-03-23,189083111.0,85538032.0,79562871.0,197446.0,271794.0,145.16,65.67,61.08,2087.0,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/712810/2022.03.29_17h00_ComunicadoTecnicoDiario_Covid19__1_.pdf,2022,3,23,Mar,March
United Arab Emirates,ARE,2021-02-21,5554342.0,,,951.0,71302.0,55.59,,,7137.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V",National Emergency Crisis and Disaster Management Authority,https://fcsc.gov.ae/en-us/Pages/Covid19/UAE-Covid-19-Updates.aspx,2021,2,21,Feb,February
Canada,CAN,2021-06-01,24359699.0,22136440.0,2222979.0,315323.0,364328.0,63.99,58.15,5.84,9570.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html,2021,6,1,Jun,June
Kyrgyzstan,KGZ,2021-12-11,2105537.0,1160863.0,936814.0,1595.0,7379.0,31.77,17.51,14.13,1113.0,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/,2021,12,11,Dec,December
Serbia,SRB,2021-07-11,,,,,10245.0,,,,1491.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia,https://vakcinacija.gov.rs/,2021,7,11,Jul,July
Monaco,MCO,2021-09-03,,,,,111.0,,,,2809.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID,2021,9,3,Sep,September
Sao Tome and Principe,STP,2021-11-05,,,,,71.0,,,,318.0,Oxford/AstraZeneca,World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,11,5,Nov,November
Belize,BLZ,2022-01-30,,,,,736.0,,,,1818.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022,1,30,Jan,January
Mauritania,MRT,2021-11-30,,,,,3326.0,,,,697.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/,2021,11,30,Nov,November
Northern Ireland,OWID_NIR,2022-02-21,3712897.0,1418651.0,1321321.0,1060.0,1821.0,195.83,74.82,69.69,960.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2022,2,21,Feb,February
Romania,ROU,2022-02-28,16677784.0,,8060825.0,4532.0,5400.0,87.19,,42.14,282.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/,2022,2,28,Feb,February
Ghana,GHA,2021-10-05,,,,,33292.0,,,,1049.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2021,10,5,Oct,October
Kyrgyzstan,KGZ,2021-03-29,,,,,72.0,,,,11.0,"Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vc.emed.gov.kg/,2021,3,29,Mar,March
Belize,BLZ,2021-08-25,,,,,1931.0,,,,4769.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,8,25,Aug,August
Sri Lanka,LKA,2021-05-01,991299.0,928107.0,63192.0,37838.0,8575.0,4.61,4.32,0.29,399.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health's Epidemiology Unit,https://www.epid.gov.lk/web/images/pdf/corona_vaccination/covid_vaccination_2022-03_22.pdf,2021,5,1,May,May
Solomon Islands,SLB,2021-09-28,,,,,1546.0,,,,2196.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,9,28,Sep,September
Denmark,DNK,2022-02-05,13116699.0,4837166.0,4783917.0,3681.0,6260.0,225.63,83.21,82.29,1077.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata,2022,2,5,Feb,February
Argentina,ARG,2021-07-19,28662359.0,22968025.0,5693991.0,418471.0,365163.0,62.85,50.36,12.49,8007.0,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://covidstats.com.ar/,2021,7,19,Jul,July
Pakistan,PAK,2021-05-07,,,,,144000.0,,,,639.0,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php,2021,5,7,May,May
Mozambique,MOZ,2021-12-03,10799768.0,6685501.0,4114267.0,295812.0,131074.0,33.58,20.79,12.79,4075.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,12,3,Dec,December
Thailand,THA,2021-12-02,95106168.0,49048099.0,42370898.0,523687.0,662459.0,135.96,70.12,60.57,9470.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Thailand,https://ddc.moph.go.th/covid19-dashboard/,2021,12,2,Dec,December
Qatar,QAT,2021-04-12,1104726.0,,,24950.0,24269.0,37.7,,,8281.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,2021,4,12,Apr,April
Qatar,QAT,2022-01-04,5235303.0,,,11263.0,7606.0,178.65,,,2595.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,2022,1,4,Jan,January
Papua New Guinea,PNG,2021-08-10,,,,,903.0,,,,99.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,8,10,Aug,August
Philippines,PHL,2021-09-26,43933886.0,,20307122.0,,359982.0,39.56,,18.29,3242.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2021,9,26,Sep,September
Somalia,SOM,2022-03-12,,,,,29248.0,,,,1788.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/,2022,3,12,Mar,March
Switzerland,CHE,2021-09-10,9926924.0,5223337.0,4825049.0,43864.0,25728.0,113.9,59.93,55.36,2952.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,2021,9,10,Sep,September
Guinea,GIN,2021-05-01,,,,,2133.0,,,,158.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Health Security Agency,https://covid19.who.int/,2021,5,1,May,May
Malawi,MWI,2021-06-21,422508.0,383726.0,38782.0,,5893.0,2.15,1.95,0.2,300.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/,2021,6,21,Jun,June
Cameroon,CMR,2022-01-30,,,,,6236.0,,,,229.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022,1,30,Jan,January
Montenegro,MNE,2021-07-24,315653.0,167235.0,148418.0,1799.0,1216.0,50.26,26.63,23.63,1936.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/,2021,7,24,Jul,July
Dominica,DMA,2021-08-28,,,,,140.0,,,,1940.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,8,28,Aug,August
New Caledonia,NCL,2021-11-20,,,,,556.0,,,,1929.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,11,20,Nov,November
Scotland,OWID_SCT,2021-05-10,4435576.0,2928963.0,1506613.0,41124.0,36252.0,81.15,53.59,27.56,6632.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,5,10,May,May
Ecuador,ECU,2021-05-03,1647111.0,1386261.0,260850.0,50211.0,57291.0,9.21,7.75,1.46,3203.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2021,5,3,May,May
Ecuador,ECU,2021-04-11,689046.0,561882.0,127164.0,18.0,23269.0,3.85,3.14,0.71,1301.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid,2021,4,11,Apr,April
Austria,AUT,2021-03-30,,,,,33693.0,,,,3726.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea,2021,3,30,Mar,March
Syria,SYR,2022-01-01,,,,,90157.0,,,,4933.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2022,1,1,Jan,January
Yemen,YEM,2021-12-11,,,,,1926.0,,,,63.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinovac",World Health Organization,https://covid19.who.int/,2021,12,11,Dec,December
Pakistan,PAK,2021-10-21,99335067.0,67956040.0,37855681.0,727359.0,645678.0,44.11,30.18,16.81,2867.0,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php,2021,10,21,Oct,October
Syria,SYR,2021-03-07,,,,,66.0,,,,4.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2021,3,7,Mar,March
New Zealand,NZL,2021-03-03,11589.0,11588.0,1.0,1980.0,1401.0,0.23,0.23,0.0,273.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data,2021,3,3,Mar,March
Hong Kong,HKG,2021-09-29,8646781.0,4480644.0,4165844.0,23633.0,29457.0,114.48,59.32,55.16,3900.0,"Pfizer/BioNTech, Sinovac",Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-fhb-fhbcovid19-vaccination-rates-over-time-by-age,2021,9,29,Sep,September
Israel,ISR,2022-03-17,18037013.0,6701612.0,6126138.0,1063.0,904.0,194.13,72.13,65.94,97.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general,2022,3,17,Mar,March
Greece,GRC,2021-06-16,7142822.0,4338990.0,2980883.0,101390.0,97051.0,68.87,41.84,28.74,9358.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/,2021,6,16,Jun,June
Burundi,BDI,2022-01-19,,,,,59.0,,,,5.0,Sinopharm/Beijing,World Health Organization,https://covid19.who.int/,2022,1,19,Jan,January
Wales,OWID_WLS,2021-12-31,6483034.0,2490591.0,2303258.0,13189.0,20867.0,204.51,78.57,72.66,6583.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2021,12,31,Dec,December
Paraguay,PRY,2021-03-11,4726.0,4723.0,3.0,1831.0,428.0,0.07,0.07,0.0,59.0,"Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2021,3,11,Mar,March
Germany,DEU,2021-07-21,88592682.0,50750675.0,40155193.0,759441.0,523575.0,105.59,60.49,47.86,6240.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/,2021,7,21,Jul,July
Afghanistan,AFG,2021-05-15,,,,,8722.0,,,,219.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,5,15,May,May
New Zealand,NZL,2021-10-16,6321996.0,3565624.0,2756040.0,131490.0,74983.0,123.32,69.56,53.76,14627.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data,2021,10,16,Oct,October
Sierra Leone,SLE,2021-06-17,,,,,861.0,,,,106.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2021,6,17,Jun,June
Moldova,MDA,2021-12-21,1727791.0,,967938.0,6502.0,4628.0,42.94,,24.05,1150.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://vaccinare.gov.md,2021,12,21,Dec,December
Taiwan,TWN,2021-06-20,1541732.0,,,,100753.0,6.46,,,4224.0,"Medigen, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Category/Page/9jFXNbCe-sFK9EImRRi2Og,2021,6,20,Jun,June
Tuvalu,TUV,2021-06-06,,,,,121.0,,,,10147.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2021,6,6,Jun,June
Croatia,HRV,2021-11-14,3852323.0,2048628.0,1859418.0,6610.0,21141.0,94.38,50.19,45.56,5180.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr,2021,11,14,Nov,November
Curacao,CUW,2021-06-26,166168.0,88486.0,77682.0,232.0,304.0,100.83,53.69,47.14,1845.0,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/,2021,6,26,Jun,June
Turkmenistan,TKM,2021-07-02,,,,,41369.0,,,,6762.0,"EpiVacCorona, Oxford/AstraZeneca, QazVac, Sinopharm/Beijing, Sputnik V, ZF2001",World Health Organization,https://covid19.who.int/,2021,7,2,Jul,July
Maldives,MDV,2021-10-25,749426.0,394176.0,355250.0,568.0,509.0,137.86,72.51,65.35,936.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Presidency of the Maldives,https://twitter.com/HPA_MV/status/1503053275741913088,2021,10,25,Oct,October
Ghana,GHA,2022-02-16,,,,,46011.0,,,,1450.0,"Oxford/AstraZeneca, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022,2,16,Feb,February
Switzerland,CHE,2021-02-20,682745.0,502119.0,173409.0,7262.0,18561.0,7.83,5.76,1.99,2130.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH,2021,2,20,Feb,February
Costa Rica,CRI,2021-08-25,,,,,28884.0,,,,5620.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Costa Rican Social Security Fund,https://www.ccss.sa.cr/web/coronavirus/vacunacion,2021,8,25,Aug,August
Netherlands,NLD,2021-03-04,,,,,44076.0,,,,2567.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech","European CDC, via Marino van Zelst",https://github.com/mzelst/covid-19,2021,3,4,Mar,March
Nauru,NRU,2021-08-05,,,,,2.0,,,,184.0,Oxford/AstraZeneca,World Health Organization,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021,8,5,Aug,August
Jordan,JOR,2021-02-08,,,,,1818.0,,,,177.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/,2021,2,8,Feb,February
